"","req","X","cplx","complexity","author","owner","nuc","form","procedural","location","level","textorder","dependencies","coherence","steps","steps.functional","steps.beyond","steps.mis.variations","steps.mis.main","steps.consistent","sequence.main","sequence.alt","numbering","entities","actors","actors_explicit","totalinteractions","interactions","pureinteractions","consecutive","month","lambda","s2"
"251","req323",323,"High Complexity",3,"author1","owner5",2,"description",1,"default","User",1,1,0.83469013730064,8,6.5,1.5,2,0,0.5,1,1,1,0,0,0,17,8.5,2.5,5,2022-06-01,140,146
"252","req324",324,"High Complexity",3,"author21","owner9",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-09-01,125,120
"253","req325",325,"Medium Complexity",2,"author18","owner4",1,"description",1,"Business Requirements","System",1,1,0.287792305927724,9,9,1,1,1,0,1,0,1,0,0,0,14,14,3,11,2022-02-01,100,97
"254","req326",326,"Medium Complexity",2,"author27","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-02-01,85,58
"255","req327",327,"Low Complexity",1,"author17","owner4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-01,55,37
"256","req328",328,"Medium Complexity",2,"author18","owner1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-06-01,90,76
"257","req329",329,"Low Complexity",1,"author4","owner1",4,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-12-01,75,76
"258","req33",33,"Medium Complexity",2,"author3","owner6",4,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-01-01,105,107
"259","req330",330,"High Complexity",3,"author12","owner5",1,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-01-01,120,112
"260","req331",331,"Medium Complexity",2,"author25","owner7",1,"description",1,"Solution Proposal","(no level)",1,1,0.58110081939958,7,6,3,4,0,0,1,1,1,2,1,0,8,8,3,6,2024-02-01,120,133
"261","req332",332,"Medium Complexity",2,"author11","owner1",1,"description",1,"Solution Proposal","(no level)",1,1,0.571832136716694,5,4,1,0,0,0,1,1,1,1,1,1,5,5,5,0,2023-01-01,100,114
"262","req333",333,"High Complexity",3,"author17","owner10",2,"description",1,"Solution Proposal","(no level)",1,1,0.694991634343751,8.5,7.5,2.5,1.5,1.5,1,1,1,1,1.5,0,0,22,11,4,6,2024-12-01,150,163
"263","req334",334,"Low Complexity",1,"author21","owner9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-01,55,54
"264","req335",335,"High Complexity",3,"author8","owner7",2,"description",1,"Business Background","(no level)",1,1,0.428192869294435,8,5,0.5,0,0.5,0,1,1,1,1,0.5,0.5,20,10,3,3.5,2023-04-01,130,115
"265","req336",336,"Low Complexity",1,"author12","owner3",2,"description",1,"Business Background","System",1,1,0.352748612756841,4.5,2.5,0.5,0,0.5,0.5,1,1,1,1.5,0.5,0.5,10,5,0.5,1.5,2020-11-01,70,72
"266","req337",337,"Medium Complexity",2,"author20","owner9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-01,85,66
"267","req338",338,"High Complexity",3,"author5","owner1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-01,115,140
"268","req339",339,"High Complexity",3,"author26","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-01,115,99
"269","req34",34,"Medium Complexity",2,"author8","owner6",1,"description",1,"Business Requirements","System",1,1,0.163310207659379,9,6,1,0,0,1,1,1,1,0,0,0,13,13,6,9,2020-11-01,100,103
"270","req340",340,"Low Complexity",1,"author25","owner8",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-06-01,60,59
"271","req341",341,"Low Complexity",1,"author24","owner10",2,"description",1,"Business Requirements","System",1,1,0.406360948225483,5,4.5,0,1.5,1,0,1,1,0.5,0,0,0,11,5.5,3,3.5,2023-11-01,65,53
"272","req342",342,"High Complexity",3,"author27","owner6",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-08-01,125,148
"273","req343",343,"Medium Complexity",2,"author25","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-01,85,86
"274","req344",344,"Medium Complexity",2,"author18","owner8",1,"description",1,"Business Requirements","User",1,0,0.352875485084951,9,5,1,0,1,2,1,1,0,1,1,0,12,12,6,10,2024-04-01,100,100
"275","req345",345,"High Complexity",3,"author20","owner3",2,"description",1,"Business Background","System",1,1,0.726117974263616,9.5,8,0.5,2.5,0.5,2.5,1,1,1,1,0.5,0,26,13,4.5,6,2022-03-01,130,131
"276","req346",346,"Low Complexity",1,"author16","owner5",2,"description",1,"Solution Proposal","Business",1,0.5,0.496161587536335,4.5,3,1,0.5,0,0.5,1,1,1,1.5,1,0.5,10,5,2.5,4,2024-04-01,75,82
"277","req347",347,"Medium Complexity",2,"author23","owner2",2,"description",1,"Business Background","(no level)",1,1,0.367829283932224,6.5,5.5,2,0.5,0.5,0.5,1,1,1,1.5,0.5,0,16,8,4,4.5,2021-07-01,115,121
"278","req348",348,"Medium Complexity",2,"author8","owner2",1,"description",1,"default","User",1,1,0.0989913600496948,7,5,1,1,0,0,1,1,1,1,1,0,9,9,2,7,2022-06-01,100,104
"279","req349",349,"High Complexity",3,"author19","owner7",2,"description",1,"default","(no level)",1,0.5,0.660887283273041,9,6,0,3,1.5,0,1,1,0.5,0.5,0.5,0,22,11,4.5,5.5,2022-08-01,125,126
"280","req35",35,"High Complexity",3,"author19","owner10",2,"description",1,"Business Background","(no level)",1,0.5,0.339315262739546,10,8.5,1,0.5,0,1,1,1,1,1.5,0.5,0,26,13,2,7,2020-07-01,135,121
"281","req350",350,"Low Complexity",1,"author12","owner4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-01,55,57
"282","req351",351,"High Complexity",3,"author18","owner10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-01,115,113
"283","req352",352,"Medium Complexity",2,"author14","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-01,85,93
"284","req353",353,"Medium Complexity",2,"author25","owner10",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-03-01,100,96
"285","req354",354,"High Complexity",3,"author2","owner2",1,"description",1,"Business Background","System",1,1,0.87199967331253,8,8,1,1,2,1,1,1,1,1,1,0,11,11,9,8,2022-11-01,130,109
"286","req355",355,"Medium Complexity",2,"author8","owner3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-01,85,94
"287","req356",356,"Medium Complexity",2,"author10","owner5",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-09-01,90,98
"288","req357",357,"Medium Complexity",2,"author25","owner7",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-11-01,95,115
"289","req358",358,"Medium Complexity",2,"author1","owner1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-02-01,95,111
"290","req359",359,"High Complexity",3,"author23","owner9",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-11-01,120,114
"291","req36",36,"High Complexity",3,"author28","owner9",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-06-01,130,141
"292","req360",360,"Medium Complexity",2,"author6","owner10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-01,85,92
"293","req361",361,"High Complexity",3,"author18","owner1",2,"description",1,"default","User",0.5,1,0.8433253710391,8.5,7,1,1,1,1,1,1,1,0.5,0.5,0.5,19,9.5,4,4.5,2020-06-01,135,120
"294","req362",362,"Low Complexity",1,"author7","owner3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-02-01,65,56
"295","req363",363,"Low Complexity",1,"author17","owner1",3,"description",1,"Solution Proposal","(no level)",0.666666666666667,1,0.453339817545687,7,4.33333333333333,1.66666666666667,1.33333333333333,0.666666666666667,0.666666666666667,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,28,9.33333333333333,2.33333333333333,5.66666666666667,2020-03-01,86.6666666666667,77
"296","req364",364,"Low Complexity",1,"author28","owner3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-01,55,56
"297","req365",365,"Low Complexity",1,"author14","owner5",3,"description",1,"default","Business",1,1,0.708696774207056,7,6.33333333333333,0.666666666666667,2,0.333333333333333,0.666666666666667,1,1,1,0.666666666666667,0.333333333333333,0,25,8.33333333333333,2.33333333333333,5.33333333333333,2023-10-01,76.6666666666667,67
"298","req366",366,"Medium Complexity",2,"author8","owner3",1,"description",1,"Business Background","Business",1,1,0.259271729271859,7,6,1,1,0,1,1,1,1,1,1,0,10,10,6,4,2020-12-01,100,93
"299","req367",367,"Medium Complexity",2,"author18","owner9",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-03-01,90,77
"300","req368",368,"Medium Complexity",2,"author1","owner3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,85,82
"301","req369",369,"High Complexity",3,"author22","owner7",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-02-01,125,119
"302","req37",37,"Medium Complexity",2,"author24","owner9",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-06-01,100,110
"303","req370",370,"Medium Complexity",2,"author5","owner8",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-03-01,95,103
"304","req371",371,"Low Complexity",1,"author12","owner2",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-03-01,70,81
"305","req372",372,"High Complexity",3,"author18","owner8",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-10-01,130,116
"306","req373",373,"Low Complexity",1,"author5","owner10",3,"description",1,"default","(no level)",0.666666666666667,1,0.397385371150449,6.33333333333333,5,0,1.33333333333333,0.666666666666667,1,1,1,1,0.666666666666667,0.666666666666667,0,20,6.66666666666667,3,4,2023-12-01,70,76
"307","req374",374,"Low Complexity",1,"author7","owner10",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-09-01,65,49
"308","req375",375,"Medium Complexity",2,"author12","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-01,85,88
"309","req376",376,"High Complexity",3,"author12","owner4",1,"description",1,"Solution Proposal","User",1,1,0.911935527808964,7,7,3,1,0,1,1,1,1,2,1,1,7,7,3,2,2020-03-01,150,160
"310","req377",377,"High Complexity",3,"author21","owner1",1,"description",1,"Business Requirements","(no level)",1,1,0.0980501419398934,5,4,0,0,0,1,1,1,1,1,1,0,5,5,3,3,2024-11-01,120,122
"311","req378",378,"High Complexity",3,"author29","owner1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-03-01,120,120
"312","req379",379,"High Complexity",3,"author6","owner1",3,"description",1,"Business Requirements","System",1,1,0.533969139913097,9.66666666666667,8.33333333333333,0.666666666666667,2.66666666666667,0.333333333333333,0.666666666666667,1,1,0.666666666666667,1,0,0,35,11.6666666666667,3.66666666666667,6,2024-10-01,136.666666666667,151
"313","req38",38,"Low Complexity",1,"author1","owner8",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-04-01,65,55
"314","req380",380,"Low Complexity",1,"author28","owner4",3,"description",1,"default","System",1,0.666666666666667,0.652065999495486,6.33333333333333,5,0.666666666666667,2.33333333333333,0.333333333333333,0.333333333333333,0.666666666666667,1,1,0.666666666666667,0.333333333333333,0,17,5.66666666666667,2.33333333333333,3,2020-08-01,76.6666666666667,88
"315","req381",381,"Medium Complexity",2,"author11","owner2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-01,85,80
"316","req382",382,"High Complexity",3,"author28","owner8",4,"description",1,"Business Requirements","Business",1,0.75,0.56182759674266,11,9,0.75,1.25,1.25,1.5,0.75,1,1,0.75,0,0,49,12.25,3.5,7.75,2021-11-01,142.5,137
"317","req383",383,"Low Complexity",1,"author3","owner2",2,"description",1,"Business Background","Business",1,1,0.481058761128224,5,3.5,0.5,1.5,0,0.5,1,1,1,1,1,0.5,11,5.5,2.5,5,2021-10-01,70,62
"318","req384",384,"High Complexity",3,"author16","owner1",1,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-08-01,120,120
"319","req385",385,"Low Complexity",1,"author22","owner5",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-03-01,60,54
"320","req386",386,"Low Complexity",1,"author10","owner2",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-01-01,65,69
"321","req387",387,"Low Complexity",1,"author5","owner3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-08-01,60,43
"322","req388",388,"High Complexity",3,"author22","owner4",2,"description",1,"Business Background","User",1,1,0.43779466766864,11,9.5,1.5,1.5,0.5,1,1,1,1,0.5,0.5,0,22,11,4.5,9.5,2022-07-01,140,146
"323","req389",389,"Medium Complexity",2,"author21","owner2",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-07-01,90,74
"324","req39",39,"Low Complexity",1,"author16","owner4",3,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-06-01,70,57
"325","req390",390,"High Complexity",3,"author29","owner2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-10-01,120,118
"326","req391",391,"High Complexity",3,"author28","owner3",4,"description",1,"default","User",0.75,1,0.553583351371344,8.25,5.5,1,0.25,0.5,1.25,1,1,1,0.25,0,0,42,10.5,2.5,6.5,2023-07-01,145,143
"327","req392",392,"High Complexity",3,"author15","owner9",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-11-01,125,140
"328","req393",393,"Low Complexity",1,"author5","owner9",1,"description",1,"default","User",1,1,0.729581965133548,5,3,1,1,1,0,1,1,1,0,0,0,5,5,1,2,2020-02-01,70,64
"329","req394",394,"Medium Complexity",2,"author4","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-01,85,69
"330","req395",395,"Low Complexity",1,"author12","owner9",2,"description",1,"Business Requirements","User",0.5,0.5,0.435199712519534,6.5,4.5,0,1.5,0,0,1,1,1,0.5,0.5,0.5,17,8.5,3.5,6.5,2024-05-01,65,48
"331","req396",396,"Medium Complexity",2,"author13","owner8",1,"description",1,"Business Background","User",1,1,0.0635786959901452,4,2,0,1,1,0,1,0,1,0,0,0,3,3,2,3,2022-05-01,90,91
"332","req397",397,"High Complexity",3,"author28","owner8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-01,115,126
"333","req398",398,"Low Complexity",1,"author26","owner9",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-07-01,60,76
"334","req399",399,"High Complexity",3,"author24","owner3",3,"description",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-05-01,130,150
"335","req4",4,"Medium Complexity",2,"author13","owner3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-01,85,84
"336","req40",40,"Medium Complexity",2,"author23","owner1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-06-01,90,86
"337","req400",400,"High Complexity",3,"author20","owner2",2,"description",1,"Solution Proposal","(no level)",1,1,0.445230822544545,7,6,2,1.5,0,0.5,1,1,1,1,1,0.5,19,9.5,5.5,6,2023-06-01,145,147
"338","req401",401,"High Complexity",3,"author25","owner5",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2024-02-01,120,119
"339","req402",402,"High Complexity",3,"author3","owner10",3,"description",1,"Business Background","(no level)",1,0.333333333333333,0.604614108257617,7.66666666666667,5.33333333333333,2.33333333333333,1.33333333333333,1,1.33333333333333,1,1,1,0,0,0,22,7.33333333333333,3,3.66666666666667,2024-01-01,153.333333333333,133
"340","req403",403,"High Complexity",3,"author19","owner4",2,"description",1,"default","Business",0.5,1,0.424844629364089,8.5,7,2,1,1,1.5,0.5,1,1,0,0,0,19,9.5,2.5,4.5,2021-08-01,145,134
"341","req404",404,"High Complexity",3,"author24","owner8",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-02-01,125,88
"342","req405",405,"Medium Complexity",2,"author14","owner6",2,"description",1,"Business Background","(no level)",1,1,0.381888865493238,7,6,0,1.5,0,1.5,1,1,1,0.5,0.5,0,16,8,5,3.5,2023-10-01,95,104
"343","req406",406,"Medium Complexity",2,"author30","owner9",3,"description",1,"Business Requirements","User",0.666666666666667,0.666666666666667,0.480697574714819,8,6,0.333333333333333,1.66666666666667,0.666666666666667,1.33333333333333,1,1,1,1.66666666666667,0.666666666666667,0.333333333333333,29,9.66666666666667,4.33333333333333,5.66666666666667,2022-09-01,103.333333333333,94
"344","req407",407,"Medium Complexity",2,"author27","owner3",2,"description",1,"Business Background","Business",1,1,0.815262122428976,8,7.5,1.5,1.5,1,1.5,1,1,1,1,0.5,0,17,8.5,6,5,2024-09-01,110,109
"345","req408",408,"Medium Complexity",2,"author1","owner3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-08-01,95,84
"346","req409",409,"Low Complexity",1,"author30","owner4",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-01-01,65,69
"347","req41",41,"Medium Complexity",2,"author24","owner7",2,"description",1,"Business Requirements","Business",1,1,0.179625575430691,6,4.5,1,1,0.5,0.5,1,1,1,1,0,0,15,7.5,2.5,4.5,2020-05-01,105,113
"348","req410",410,"Low Complexity",1,"author11","owner9",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-02-01,70,73
"349","req411",411,"Low Complexity",1,"author15","owner4",2,"description",1,"Solution Proposal","Business",0.5,1,0.464032545220107,7,5.5,3,1,1,0,1,1,1,0,0,0,16,8,3.5,4.5,2023-12-01,95,78
"350","req412",412,"Medium Complexity",2,"author17","owner7",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-12-01,95,96
"351","req413",413,"Medium Complexity",2,"author29","owner1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2021-05-01,100,116
"352","req414",414,"Low Complexity",1,"author6","owner5",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-10-01,60,56
"353","req415",415,"High Complexity",3,"author10","owner10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-01,115,121
"354","req416",416,"High Complexity",3,"author5","owner9",1,"description",1,"Solution Proposal","User",1,1,0.390416247304529,11,9,2,1,1,0,1,1,1,2,1,1,13,13,10,7,2020-09-01,140,145
"355","req417",417,"Low Complexity",1,"author16","owner3",4,"description",1,"Solution Proposal","User",1,0.75,0.518374158767983,5,4.25,0.5,1,0.75,0.25,1,1,1,0.5,0.25,0,19,4.75,1.25,2.75,2021-07-01,80,93
"356","req418",418,"Low Complexity",1,"author9","owner5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-01,55,59
"357","req419",419,"Low Complexity",1,"author5","owner5",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-11-01,70,64
"358","req42",42,"Low Complexity",1,"author17","owner3",1,"description",1,"Business Requirements","Business",1,1,0.973104126751423,5,4,0,2,1,1,1,1,1,0,0,0,8,8,1,3,2020-04-01,60,49
"359","req420",420,"Medium Complexity",2,"author25","owner5",4,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-09-01,105,124
"360","req421",421,"Medium Complexity",2,"author19","owner4",2,"description",1,"Business Background","User",1,1,0.109415645827539,6.5,6,0.5,2,0.5,0.5,1,1,1,0,0,0,14,7,3.5,3.5,2021-01-01,100,110
"361","req422",422,"High Complexity",3,"author12","owner10",3,"description",1,"default","System",1,1,0.534902756645655,6.66666666666667,5.66666666666667,0.666666666666667,2.33333333333333,0.666666666666667,0.333333333333333,1,1,1,1,0.666666666666667,0.333333333333333,25,8.33333333333333,5.66666666666667,5,2020-10-01,136.666666666667,135
"362","req423",423,"Low Complexity",1,"author4","owner5",1,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-01-01,60,71
"363","req424",424,"Low Complexity",1,"author4","owner8",2,"description",1,"default","Business",1,1,0.530090121785179,4,3,0.5,0.5,0.5,0,1,1,1,1.5,1,0.5,10,5,1,2,2021-01-01,70,65
"364","req425",425,"High Complexity",3,"author6","owner2",1,"description",1,"Business Requirements","User",1,1,0.00187986087985337,11,6,0,1,0,0,1,1,1,1,0,0,13,13,2,8,2023-03-01,120,95
"365","req426",426,"Low Complexity",1,"author13","owner5",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2022-11-01,60,56
"366","req427",427,"Medium Complexity",2,"author18","owner7",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2020-01-01,90,108
"367","req428",428,"Low Complexity",1,"author21","owner7",2,"description",1,"Business Background","User",1,0.5,0.451096608885564,5.5,5,2,1,0.5,1,1,1,1,1.5,0,0,12,6,1.5,3.5,2021-12-01,85,87
"368","req429",429,"Medium Complexity",2,"author3","owner10",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2023-08-01,95,99
"369","req43",43,"Low Complexity",1,"author15","owner9",2,"description",1,"Business Background","User",1,1,0.97401280363556,7.5,6,1,1.5,0.5,3,1,1,1,0.5,0,0,21,10.5,2,6.5,2020-06-01,75,73
"370","req430",430,"Low Complexity",1,"author28","owner9",2,"description",1,"default","Business",1,1,0.506065153167583,6.5,5.5,0.5,1.5,1,0.5,1,1,1,1.5,1,0,13,6.5,3,4.5,2024-12-01,70,66
"371","req431",431,"Medium Complexity",2,"author5","owner8",3,"description",1,"default","Business",1,1,0.655858166981489,7.33333333333333,7,1,0.333333333333333,0.666666666666667,0.333333333333333,1,1,1,0.333333333333333,0,0,27,9,2.66666666666667,6.33333333333333,2022-10-01,110,96
"372","req432",432,"Medium Complexity",2,"author24","owner2",3,"description",1,"default","System",1,1,0.719170230207965,7.66666666666667,6.66666666666667,0.333333333333333,0.333333333333333,1,0.666666666666667,1,1,1,1,0.333333333333333,0,26,8.66666666666667,3,5,2023-11-01,103.333333333333,103
"373","req433",433,"Medium Complexity",2,"author24","owner5",2,"description",1,"Business Background","User",1,1,0.53702696657274,8,7.5,2.5,1.5,0.5,1.5,1,0.5,1,1,0.5,0,18,9,4,5.5,2022-08-01,120,129
"374","req434",434,"Low Complexity",1,"author30","owner6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-01,55,54
