"","req","ucid","complexity","Form","Procedural","Fields","Location","Level","Text.Order","Dependencies","Coherent","Steps","Functional.Steps","Whitebox.Steps","Misplaced.Variations","Misplaced.Main","Sequence.Main","Sequence.Alt","Numbering","Consistent.Grammar","entities","actors","actors.explicit","interactions","pureinteractions","consecutive"
"729","req510","uc2",1,"description",TRUE,"title; main scenario; extensions; preconditions; additional information; solution hints; dependencies","default","System",FALSE,TRUE,0.950718411244452,5,5,1,1,1,TRUE,TRUE,TRUE,1,1,0,0,6,2,2
"730","req511","uc1",3,"description",TRUE,"title; main scenario; extensions; level; additional information; revision history","default","(no level)",TRUE,FALSE,0.787393340608105,9,9,2,2,2,TRUE,TRUE,FALSE,3,0,0,0,9,4,5
"731","req511","uc2",3,"description",TRUE,"title; main scenario; extensions; level; additional information; revision history","Solution Proposal","System",TRUE,TRUE,0.978403808781877,11,11,3,1,2,TRUE,TRUE,TRUE,3,1,1,1,16,9,9
"732","req512","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","req512","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","req513","uc1",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","req513","uc2",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","req514","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","req514","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","req515","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","req515","uc2",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","req515","uc3",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","req516","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","req517","uc1",2,"description",TRUE,"title; main scenario; assumptions; revision history; level; preconditions; limitations; solution hints; dependencies","Business Background","Business",TRUE,TRUE,0.14198580943048,8,7,1,1,1,TRUE,TRUE,TRUE,1,0,0,0,10,2,6
"743","req519","uc1",1,"description",TRUE,"title; main scenario; actor; dependencies; limitations; postconditions; additional information","Solution Proposal","Business",TRUE,TRUE,0.466482721734792,6,5,2,2,1,TRUE,TRUE,TRUE,1,0,0,0,6,3,3
"744","req520","uc1",3,"description",TRUE,"title; main scenario; revision history; additional information","Solution Proposal","System",TRUE,FALSE,0.985847441945225,10,7,1,2,1,TRUE,TRUE,TRUE,0,0,0,0,12,5,8
"745","req520","uc2",3,"description",TRUE,"title; main scenario; revision history; additional information","Business Requirements","System",TRUE,FALSE,0.555081068072468,11,7,0,2,0,TRUE,TRUE,TRUE,1,0,0,0,15,2,7
"746","req522","uc1",2,"description",TRUE,"title; main scenario; postconditions; dependencies; level; preconditions; limitations; solution hints","Solution Proposal","(no level)",TRUE,TRUE,0.161662386963144,6,5,1,2,0,FALSE,TRUE,TRUE,0,0,0,0,7,1,5
"747","req522","uc2",2,"description",TRUE,"title; main scenario; postconditions; dependencies; level; preconditions; limitations; solution hints","default","Business",TRUE,TRUE,0.206661742180586,6,5,0,0,3,TRUE,TRUE,TRUE,1,2,1,1,6,3,4
"748","req522","uc3",2,"description",TRUE,"title; main scenario; postconditions; dependencies; level; preconditions; limitations; solution hints","Solution Proposal","System",TRUE,TRUE,0.58682500012219,6,6,3,2,1,TRUE,TRUE,TRUE,1,1,0,0,7,3,3
"749","req523","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","req523","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","req523","uc3",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","req524","uc1",2,"description",FALSE,"title; main scenario; preconditions; revision history; limitations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","req525","uc1",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","req526","uc1",2,"description",TRUE,"title; main scenario; limitations; postconditions; actor; extensions; additional information; solution hints; revision history; assumptions","Business Background","Business",TRUE,TRUE,0.741444456856698,10,9,1,3,0,TRUE,TRUE,TRUE,1,2,1,1,11,5,7
"755","req526","uc2",2,"description",TRUE,"title; main scenario; limitations; postconditions; actor; extensions; additional information; solution hints; revision history; assumptions","Solution Proposal","(no level)",FALSE,TRUE,0.87471837317571,8,7,4,1,2,TRUE,TRUE,TRUE,0,3,2,0,12,9,6
"756","req526","uc3",2,"description",TRUE,"title; main scenario; limitations; postconditions; actor; extensions; additional information; solution hints; revision history; assumptions","default","(no level)",FALSE,TRUE,0.186065077083185,7,6,2,0,0,TRUE,TRUE,TRUE,0,2,2,0,6,3,3
"757","req526","uc4",2,"description",TRUE,"title; main scenario; limitations; postconditions; actor; extensions; additional information; solution hints; revision history; assumptions","Business Background","System",TRUE,TRUE,0.936981304781511,9,7,0,3,1,TRUE,TRUE,TRUE,0,1,1,0,9,6,5
"758","req527","uc1",2,"description",TRUE,"title; main scenario; postconditions; actor; extensions","default","System",TRUE,TRUE,0.96962765045464,6,5,0,0,1,TRUE,TRUE,TRUE,3,1,1,0,8,4,4
"759","req528","uc1",3,"description",TRUE,"title; main scenario; assumptions; dependencies; additional information; revision history; solution hints","Business Requirements","Business",TRUE,TRUE,0.501834906172007,5,4,1,1,2,TRUE,TRUE,TRUE,0,0,0,0,8,4,4
"760","req529","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","req529","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","req531","uc1",2,"description",TRUE,"title; main scenario; actor; additional information; revision history; level","Solution Proposal","Business",TRUE,TRUE,0.223164703929797,6,4,2,0,0,TRUE,TRUE,TRUE,1,0,0,0,8,1,4
"763","req531","uc2",2,"description",TRUE,"title; main scenario; actor; additional information; revision history; level","Business Requirements","System",TRUE,TRUE,0.674306511646137,7,5,1,2,0,TRUE,TRUE,TRUE,1,2,1,0,11,8,7
"764","req532","uc1",3,"description",TRUE,"title; main scenario; solution hints; dependencies; level; extensions; additional information; assumptions","default","Business",TRUE,TRUE,0.513469815021381,8,7,0,2,0,TRUE,TRUE,TRUE,0,2,1,0,10,6,4
"765","req532","uc2",3,"description",TRUE,"title; main scenario; solution hints; dependencies; level; extensions; additional information; assumptions","Business Requirements","User",TRUE,TRUE,0.0935343271121383,8,7,0,2,0,TRUE,TRUE,TRUE,1,0,0,0,11,2,7
"766","req534","uc1",1,"description",FALSE,"title; main scenario; extensions; revision history; limitations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","req534","uc2",1,"description",FALSE,"title; main scenario; extensions; revision history; limitations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","req535","uc1",2,"description",TRUE,"title; main scenario; actor; preconditions; assumptions; postconditions; additional information; limitations","default","User",TRUE,TRUE,0.213953392347321,6,5,0,0,0,TRUE,TRUE,TRUE,0,1,1,0,8,5,6
"769","req535","uc2",2,"description",TRUE,"title; main scenario; actor; preconditions; assumptions; postconditions; additional information; limitations","Business Requirements","Business",TRUE,TRUE,0.362157888244838,8,7,0,1,0,TRUE,TRUE,TRUE,0,0,0,0,11,3,9
"770","req538","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","req538","uc2",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","req539","uc1",3,"description",TRUE,"title; main scenario; level; limitations; dependencies; revision history; postconditions","Business Background","System",TRUE,TRUE,0.836585731711239,7,6,0,1,1,TRUE,TRUE,TRUE,2,1,0,0,8,2,4
"773","req539","uc2",3,"description",TRUE,"title; main scenario; level; limitations; dependencies; revision history; postconditions","default","Business",TRUE,TRUE,0.913723958423361,12,9,2,2,1,TRUE,TRUE,TRUE,1,0,0,0,13,4,9
"774","req539","uc3",3,"description",TRUE,"title; main scenario; level; limitations; dependencies; revision history; postconditions","Solution Proposal","System",FALSE,FALSE,0.342069476377219,10,5,1,1,0,TRUE,TRUE,TRUE,2,1,1,0,16,9,11
"775","req54","uc1",3,"description",TRUE,"title; main scenario; preconditions; extensions; assumptions; solution hints; level; limitations","Solution Proposal","(no level)",TRUE,TRUE,0.439933993620798,9,6,2,0,0,TRUE,TRUE,TRUE,4,1,1,0,14,6,9
"776","req54","uc2",3,"description",TRUE,"title; main scenario; preconditions; extensions; assumptions; solution hints; level; limitations","default","User",TRUE,TRUE,0.324394325027242,4,3,0,0,1,TRUE,TRUE,TRUE,0,1,0,0,3,0,1
"777","req54","uc3",3,"description",TRUE,"title; main scenario; preconditions; extensions; assumptions; solution hints; level; limitations","Solution Proposal","(no level)",TRUE,TRUE,0.248884954489768,7,6,3,0,0,TRUE,TRUE,TRUE,0,1,0,0,6,1,2
"778","req540","uc1",2,"description",TRUE,"title; main scenario; additional information; extensions; postconditions; solution hints; preconditions","Business Requirements","System",TRUE,TRUE,0.194053042680025,8,7,0,1,1,TRUE,FALSE,TRUE,0,0,0,0,6,3,6
"779","req540","uc2",2,"description",TRUE,"title; main scenario; additional information; extensions; postconditions; solution hints; preconditions","default","User",TRUE,TRUE,0.054500108351931,6,3,0,1,1,TRUE,TRUE,TRUE,2,0,0,0,6,2,5
"780","req540","uc3",2,"description",TRUE,"title; main scenario; additional information; extensions; postconditions; solution hints; preconditions","Business Requirements","User",TRUE,TRUE,0.787819707067683,7,6,1,0,0,TRUE,TRUE,TRUE,1,1,0,0,10,3,7
"781","req541","uc1",3,"description",TRUE,"title; main scenario; solution hints; limitations; postconditions; revision history; level; actor","Solution Proposal","System",TRUE,TRUE,0.42769507993944,7,7,2,3,2,TRUE,TRUE,FALSE,0,0,0,0,7,1,2
"782","req541","uc2",3,"description",TRUE,"title; main scenario; solution hints; limitations; postconditions; revision history; level; actor","Business Background","(no level)",TRUE,TRUE,0.5647102734074,9,7,1,1,0,TRUE,TRUE,TRUE,0,1,0,0,9,2,4
"783","req542","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","req542","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","req542","uc3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","req543","uc1",3,"description",TRUE,"title; main scenario; extensions; postconditions; revision history; assumptions; solution hints; actor; limitations","Business Requirements","System",TRUE,FALSE,0.89615934016183,6,5,0,2,0,TRUE,TRUE,TRUE,1,1,1,0,6,4,1
"787","req543","uc2",3,"description",TRUE,"title; main scenario; extensions; postconditions; revision history; assumptions; solution hints; actor; limitations","Solution Proposal","(no level)",TRUE,TRUE,0.345927002141252,8,4,2,0,1,TRUE,TRUE,TRUE,0,0,0,0,11,3,7
"788","req544","uc1",2,"description",TRUE,"title; main scenario; level; revision history; additional information; dependencies; limitations","Solution Proposal","(no level)",TRUE,TRUE,0.303923131665215,10,9,3,0,0,TRUE,TRUE,FALSE,0,1,0,0,11,4,6
"789","req545","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","req546","uc1",2,"description",TRUE,"title; main scenario; assumptions; level; limitations; actor; preconditions; solution hints; additional information","default","System",TRUE,TRUE,0.959641554160044,10,8,1,1,1,TRUE,TRUE,TRUE,1,1,0,0,10,2,5
"791","req546","uc2",2,"description",TRUE,"title; main scenario; assumptions; level; limitations; actor; preconditions; solution hints; additional information","Business Background","System",TRUE,TRUE,0.13216661172919,6,6,0,0,2,TRUE,TRUE,TRUE,1,1,1,0,6,2,3
"792","req546","uc3",2,"description",TRUE,"title; main scenario; assumptions; level; limitations; actor; preconditions; solution hints; additional information","Business Background","User",TRUE,TRUE,0.542097803670913,7,5,1,1,1,TRUE,TRUE,TRUE,2,0,0,0,10,5,5
"793","req546","uc4",2,"description",TRUE,"title; main scenario; assumptions; level; limitations; actor; preconditions; solution hints; additional information","Solution Proposal","(no level)",TRUE,TRUE,0.51138929836452,7,7,4,0,0,TRUE,TRUE,TRUE,0,0,0,0,11,3,4
"794","req547","uc1",1,"description",TRUE,"title; main scenario; limitations; solution hints; additional information; level","default","Business",FALSE,TRUE,0.526667474769056,6,6,0,2,1,TRUE,TRUE,TRUE,0,1,0,0,6,4,6
"795","req548","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","req548","uc2",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","req548","uc3",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","req549","uc1",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","req549","uc2",2,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","req55","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","req551","uc1",3,"description",TRUE,"title; main scenario; preconditions; level; postconditions; assumptions; additional information","Solution Proposal","System",TRUE,TRUE,0.856838026782498,8,7,1,1,0,TRUE,TRUE,TRUE,2,0,0,0,10,2,4
"802","req551","uc2",3,"description",TRUE,"title; main scenario; preconditions; level; postconditions; assumptions; additional information","Solution Proposal","User",FALSE,FALSE,0.615405545337126,5,4,1,0,0,TRUE,TRUE,TRUE,2,0,0,0,7,3,6
"803","req552","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","req553","uc1",3,"description",TRUE,"title; main scenario; assumptions; solution hints; additional information; extensions; dependencies","Solution Proposal","(no level)",TRUE,TRUE,0.955908191623166,9,7,3,1,1,TRUE,TRUE,TRUE,0,1,1,1,9,3,6
"805","req554","uc1",2,"description",TRUE,"title; main scenario; actor; extensions; additional information; preconditions; assumptions; solution hints; revision history","Business Requirements","(no level)",TRUE,TRUE,0.587423531338573,8,8,1,3,1,TRUE,TRUE,TRUE,0,0,0,0,10,6,7
"806","req556","uc1",3,"description",TRUE,"title; main scenario; limitations; assumptions; actor; preconditions","Solution Proposal","(no level)",TRUE,FALSE,0.519444399746135,8,6,4,2,0,FALSE,TRUE,TRUE,2,1,1,0,12,4,6
"807","req556","uc2",3,"description",TRUE,"title; main scenario; limitations; assumptions; actor; preconditions","Solution Proposal","User",TRUE,TRUE,0.255314230453223,6,5,2,3,0,TRUE,TRUE,TRUE,0,3,3,0,7,7,4
"808","req558","uc1",2,"description",TRUE,"title; main scenario; preconditions; dependencies; postconditions; solution hints; actor","Business Background","(no level)",TRUE,TRUE,0.455276800785214,8,5,0,0,0,TRUE,TRUE,TRUE,0,1,0,0,11,3,6
"809","req558","uc2",2,"description",TRUE,"title; main scenario; preconditions; dependencies; postconditions; solution hints; actor","Business Background","User",TRUE,TRUE,0.776108000660315,7,7,0,0,0,TRUE,TRUE,TRUE,1,2,1,0,7,1,5
"810","req56","uc1",3,"description",TRUE,"title; main scenario; dependencies; additional information; postconditions; assumptions; limitations; solution hints","Business Requirements","(no level)",TRUE,TRUE,0.0886981810908765,7,4,0,2,0,TRUE,TRUE,TRUE,0,2,0,0,6,1,5
"811","req562","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","req562","uc2",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","req562","uc3",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","req562","uc4",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","req563","uc1",3,"description",TRUE,"title; main scenario; extensions; postconditions; solution hints; additional information; level","default","Business",TRUE,TRUE,0.905637098941952,7,5,1,0,0,TRUE,TRUE,TRUE,0,1,0,0,9,3,5
"816","req563","uc2",3,"description",TRUE,"title; main scenario; extensions; postconditions; solution hints; additional information; level","Business Requirements","User",TRUE,FALSE,0.616478660143912,11,9,0,2,1,TRUE,TRUE,TRUE,2,1,0,0,14,5,9
"817","req563","uc3",3,"description",TRUE,"title; main scenario; extensions; postconditions; solution hints; additional information; level","Business Requirements","User",TRUE,TRUE,0.838617337169126,9,8,0,3,0,TRUE,TRUE,TRUE,0,1,1,1,10,4,5
"818","req564","uc1",1,"description",TRUE,"title; main scenario; postconditions; dependencies; solution hints; additional information; preconditions; revision history; limitations","Business Background","User",TRUE,TRUE,0.729777937522158,6,4,1,2,0,TRUE,TRUE,TRUE,1,2,0,0,6,0,3
"819","req564","uc2",1,"description",TRUE,"title; main scenario; postconditions; dependencies; solution hints; additional information; preconditions; revision history; limitations","Solution Proposal","(no level)",TRUE,TRUE,0.232652794569731,6,6,0,1,0,TRUE,TRUE,TRUE,1,1,1,0,7,3,3
"820","req565","uc1",2,"description",TRUE,"title; main scenario; level; solution hints; limitations; preconditions; additional information; actor; dependencies; extensions","Solution Proposal","System",TRUE,TRUE,0.506568429758772,7,5,4,0,1,TRUE,TRUE,TRUE,1,2,1,0,7,2,6
"821","req565","uc2",2,"description",TRUE,"title; main scenario; level; solution hints; limitations; preconditions; additional information; actor; dependencies; extensions","default","(no level)",TRUE,TRUE,0.328857923392206,7,6,1,0,0,TRUE,TRUE,TRUE,2,2,1,0,10,3,5
"822","req565","uc3",2,"description",TRUE,"title; main scenario; level; solution hints; limitations; preconditions; additional information; actor; dependencies; extensions","default","User",TRUE,TRUE,0.209321496542543,6,6,0,2,2,TRUE,TRUE,TRUE,1,0,0,0,5,2,1
"823","req566","uc1",2,"description",FALSE,"title; main scenario; extensions; additional information; revision history; assumptions; postconditions; preconditions; actor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","req567","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","req567","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","req568","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","req569","uc1",2,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","req57","uc1",1,"description",TRUE,"title; main scenario; revision history; solution hints; preconditions; additional information; assumptions; limitations; actor","Business Background","(no level)",TRUE,TRUE,0.136737201362848,8,7,1,0,2,FALSE,TRUE,TRUE,2,0,0,0,12,7,6
"829","req57","uc2",1,"description",TRUE,"title; main scenario; revision history; solution hints; preconditions; additional information; assumptions; limitations; actor","default","System",TRUE,TRUE,0.683075607288629,8,6,0,1,2,TRUE,TRUE,TRUE,0,1,0,0,12,5,8
"830","req570","uc1",1,"description",TRUE,"title; main scenario; actor; limitations; dependencies; solution hints","Business Requirements","(no level)",TRUE,TRUE,0.662350005004555,10,8,1,2,0,TRUE,TRUE,TRUE,1,0,0,0,11,7,6
"831","req571","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","req572","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","req572","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","req572","uc3",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","req573","uc1",3,"description",TRUE,"title; main scenario; solution hints; revision history; extensions; additional information","Solution Proposal","(no level)",TRUE,TRUE,0.237774924607947,6,5,3,1,1,TRUE,TRUE,TRUE,2,0,0,0,8,2,5
"836","req573","uc2",3,"description",TRUE,"title; main scenario; solution hints; revision history; extensions; additional information","Business Requirements","System",TRUE,TRUE,0.412890604697168,9,9,0,1,2,TRUE,TRUE,TRUE,1,1,1,0,10,5,7
"837","req574","uc1",3,"description",TRUE,"title; main scenario; limitations; revision history; extensions; assumptions; preconditions; level","Business Requirements","System",TRUE,TRUE,0.110893010161817,8,6,1,0,0,TRUE,TRUE,TRUE,1,2,1,0,10,3,5
"838","req575","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","req576","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","req577","uc1",1,"informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","req578","uc1",1,"description",TRUE,"title; main scenario; level; limitations; additional information; postconditions; dependencies; preconditions","Business Background","System",TRUE,TRUE,0.395356597146019,3,3,0,1,0,TRUE,TRUE,TRUE,1,0,0,0,4,0,2
"842","req579","uc1",3,"description",TRUE,"title; main scenario; actor; revision history; level; additional information; postconditions; assumptions; dependencies","Business Requirements","User",TRUE,TRUE,0.821451551746577,11,7,0,2,1,TRUE,TRUE,TRUE,1,1,1,1,15,8,9
"843","req58","uc1",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","req58","uc2",3,"user story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","req580","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","req580","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","req580","uc3",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","req581","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","req581","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","req581","uc3",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","req581","uc4",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","req582","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","req583","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","req584","uc1",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","req584","uc2",3,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","req585","uc1",2,"description",TRUE,"title; main scenario; limitations; dependencies; additional information; solution hints","Business Background","User",TRUE,TRUE,0.984746969304979,9,6,0,2,1,TRUE,TRUE,TRUE,0,1,0,0,10,1,6
"857","req585","uc2",2,"description",TRUE,"title; main scenario; limitations; dependencies; additional information; solution hints","default","(no level)",TRUE,TRUE,0.627484860131517,7,4,0,2,0,TRUE,FALSE,TRUE,0,1,0,0,7,2,4
"858","req586","uc1",2,"description",TRUE,"title; main scenario; extensions; revision history; solution hints; limitations; preconditions","Business Requirements","(no level)",FALSE,TRUE,0.130558998091146,10,9,1,1,3,TRUE,TRUE,TRUE,0,1,0,0,12,4,7
"859","req586","uc2",2,"description",TRUE,"title; main scenario; extensions; revision history; solution hints; limitations; preconditions","Solution Proposal","System",TRUE,TRUE,0.420240593841299,6,5,0,1,0,TRUE,TRUE,TRUE,2,1,1,0,6,2,5
"860","req586","uc3",2,"description",TRUE,"title; main scenario; extensions; revision history; solution hints; limitations; preconditions","Business Requirements","(no level)",TRUE,FALSE,0.607184004271403,4,4,0,0,0,TRUE,TRUE,TRUE,0,1,0,0,5,0,5
"861","req588","uc1",1,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","req589","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","req589","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","req59","uc1",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","req59","uc2",2,"title",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
